 Cu Density=8.96
 Energy(eV), Delta, Beta
  30.  0.110663109  0.314656973
  30.4181843  0.11390207  0.310974568
  30.8421955  0.118048452  0.307305813
  31.2721214  0.123551734  0.303227276
  31.7080383  0.128589034  0.294532269
  32.150032  0.131670222  0.286086321
  32.5981827  0.13402237  0.277882874
  33.0525818  0.136303753  0.269843906
  33.5133171  0.138191909  0.260877669
  33.9804764  0.139020771  0.25080812
  34.4541473  0.138507277  0.241126969
  34.9344177  0.137100145  0.231820285
  35.4213829  0.134910762  0.22287266
  35.9151382  0.132040635  0.214270055
  36.4157791  0.128342241  0.205999374
  36.9233932  0.123542354  0.198894709
  37.4380875  0.118471146  0.193362668
  37.9599533  0.114517331  0.188885733
  38.4890938  0.111044474  0.184511885
  39.0256119  0.107796311  0.180239961
  39.5696068  0.104627505  0.176066652
  40.1211853  0.101451047  0.171990111
  40.6804543  0.0980832502  0.168007821
  41.2475166  0.0944437012  0.164541259
  41.8224831  0.090808779  0.1619578
  42.405468  0.0879156217  0.159751713
  42.9965744  0.0854851678  0.157575577
  43.5959282  0.0833039135  0.15542905
  44.2036324  0.0813222751  0.153311729
  44.8198051  0.0795153752  0.151223361
  45.4445686  0.0778686702  0.149163261
  46.0780411  0.0763857886  0.147131175
  46.7203445  0.0750924274  0.14510566
  47.3715973  0.0740389675  0.142901167
  48.0319328  0.0728718787  0.140583321
  48.7014732  0.0716755763  0.138292849
  49.3803444  0.0704880953  0.13603954
  50.0686798  0.0693229735  0.133822903
  50.7666092  0.0681829304  0.131642461
  51.4742699  0.0670693666  0.129497617
  52.1917915  0.0659822598  0.127387866
  52.9193192  0.0649171546  0.125312492
  53.6569862  0.063855648  0.123291969
  54.4049339  0.0628420934  0.121330351
  55.163311  0.0618800148  0.119410783
  55.9322586  0.0609606728  0.117521547
  56.7119217  0.0600789376  0.115662321
  57.5024567  0.0592341162  0.113832332
  58.3040123  0.0584333725  0.11203137
  59.1167336  0.0576779656  0.110259034
  59.9407921  0.0569862984  0.108511239
  60.7763329  0.0563273318  0.106724419
  61.6235237  0.0556692109  0.104914144
  62.4825172  0.0550014451  0.103134558
  63.3534927  0.0543379523  0.101384953
  64.2366028  0.0536916628  0.0996652618
  65.1320343  0.0530681722  0.0979746655
  66.0399323  0.0524713919  0.0963126943
  66.960495  0.0519118719  0.0946789533
  67.8938904  0.0514197238  0.0930728912
  68.8402939  0.050992962  0.09142223
  69.7998886  0.0505659729  0.0896129534
  70.7728577  0.0500383042  0.0878143013
  71.7593994  0.049450513  0.0860517025
  72.7596817  0.0488363244  0.0843245685
  73.7739182  0.0482023135  0.0826321021
  74.8022842  0.047551766  0.0809735581
  75.844986  0.0468856469  0.0793483034
  76.9022217  0.0462010279  0.0777586028
  77.9741974  0.0454885438  0.0762154385
  79.0611115  0.0447926261  0.0747403949
  80.1631851  0.0441052467  0.0732938647
  81.2806168  0.0434198417  0.0718753263
  82.4136276  0.0427294448  0.0704841986
  83.5624237  0.0420210436  0.0691200271
  84.7272415  0.0412820764  0.0678042844
  85.9082947  0.0405180715  0.0665987954
  87.1058121  0.0398412608  0.0654759854
  88.320015  0.0392105617  0.0643721819
  89.5511475  0.0386097692  0.0632869601
  90.7994385  0.0380320065  0.0622199811
  92.0651398  0.0374720693  0.0611710027
  93.3484802  0.0369234234  0.060139738
  94.649704  0.0363791436  0.0591305159
  95.9690704  0.0358466692  0.0581816621
  97.3068314  0.0353586674  0.0572596528
  98.6632385  0.0349023938  0.056352973
  100.038544  0.0344716497  0.0554606952
  101.433029  0.0340636671  0.0545825958
  102.846954  0.0336778089  0.0537183657
  104.280579  0.033314582  0.0528676435
  105.734192  0.0329773091  0.0520306751
  107.208076  0.0326868147  0.0511860736
  108.702492  0.0323897451  0.0503281876
  110.217751  0.0320936479  0.0494789295
  111.754128  0.0318042599  0.0486439206
  113.311913  0.0315252841  0.0478230156
  114.891418  0.0312591866  0.0470159836
  116.492943  0.0310080629  0.0462227203
  118.116798  0.0307813529  0.0454425924
  119.763275  0.0305841938  0.0446759649
  121.432716  0.0304454938  0.0439167619
  123.125427  0.0303186942  0.0430827774
  124.841721  0.0301646106  0.0421964563
  126.581955  0.029974658  0.0413284414
  128.346436  0.0297647547  0.0404783674
  130.135513  0.029548144  0.0396456011
  131.949539  0.0293301307  0.0388300717
  133.788834  0.0291138981  0.0380311571
  135.653778  0.0289020892  0.0372488238
  137.544724  0.0286978129  0.036482688
  139.462021  0.0285047386  0.0357321911
  141.406052  0.0283280108  0.0349970125
  143.377167  0.0281797741  0.0342769921
  145.375778  0.0281435922  0.0335551798
  147.402222  0.0280670803  0.0326795764
  149.45694  0.0279193874  0.0317861512
  151.540268  0.0277199056  0.03091719
  153.652664  0.0274927448  0.0300720911
  155.794495  0.0272475667  0.0292500854
  157.966202  0.0269905515  0.0284505524
  160.168167  0.0267269555  0.0276728775
  162.400818  0.026460629  0.0269163027
  164.664597  0.0261958484  0.0261805039
  166.95993  0.0259385649  0.0254648793
  169.287262  0.025707772  0.0247688107
  171.647034  0.0255108587  0.0240645632
  174.039703  0.0253090374  0.0232802071
  176.465729  0.0250371657  0.0224926118
  178.925552  0.0247316491  0.0217316989
  181.419678  0.0244065356  0.0209964905
  183.948563  0.0240680911  0.0202861857
  186.512726  0.0237204786  0.0195999593
  189.112595  0.023367038  0.0189369265
  191.748734  0.0230107345  0.0182961784
  194.4216  0.0226546321  0.017677296
  197.131729  0.0223088395  0.0170793161
  199.879639  0.0219688863  0.016472714
  202.665863  0.021615142  0.015870126
  205.490906  0.0212444812  0.0152839217
  208.355347  0.0208628438  0.0147193912
  211.259705  0.0204754621  0.0141757037
  214.204544  0.02008087  0.013652131
  217.190445  0.019686712  0.013159859
  220.217957  0.019298505  0.0126863336
  223.287674  0.0189150665  0.0122300116
  226.400192  0.01853594  0.0117900912
  229.556091  0.0181612242  0.0113659743
  232.755981  0.0177912414  0.0109571172
  236.000458  0.0174262635  0.0105629759
  239.290176  0.0170668643  0.0101830382
  242.625763  0.0167171247  0.00981676392
  246.007828  0.0163717754  0.00945524964
  249.437057  0.016027661  0.0091032302
  252.914062  0.0156850051  0.008763914
  256.439545  0.0153455893  0.0084372526
  260.01416  0.015010234  0.00812275149
  263.638641  0.0146791246  0.00781997573
  267.313599  0.0143527072  0.0075284997
  271.039825  0.0140313581  0.00724787731
  274.817963  0.0137151964  0.00697771506
  278.648773  0.0134043917  0.0067176288
  282.53299  0.0130990902  0.00646723714
  286.471375  0.0127993673  0.00622617314
  290.4646  0.0125053525  0.00599410012
  294.513519  0.0122170737  0.00577067351
  298.618896  0.0119349454  0.00555557897
  302.781494  0.011661591  0.00534741441
  307.002106  0.0113936374  0.00514322752
  311.281525  0.011128067  0.00494353147
  315.620605  0.0108650792  0.00475157937
  320.020203  0.0106062498  0.0045670853
  324.48111  0.0103516523  0.00438974611
  329.004181  0.0101016965  0.00421930803
  333.590363  0.0098565612  0.00405547814
  338.240417  0.00961625017  0.00389800523
  342.955322  0.00938077644  0.00374665251
  347.735901  0.00915021356  0.00360118365
  352.58316  0.0089245867  0.00346135208
  357.497986  0.008704165  0.00332695409
  362.481323  0.00848857313  0.00319686951
  367.534119  0.00827724114  0.00307138381
  372.657349  0.00807019603  0.00295069814
  377.85199  0.00786758587  0.00283475942
  383.119019  0.00766952056  0.00272337231
  388.459473  0.0074760383  0.00261636032
  393.87439  0.00728722615  0.0025135586
  399.364807  0.00710324012  0.00241479278
  404.931732  0.00692539243  0.00231990917
  410.576233  0.00675410964  0.00222582207
  416.299469  0.00658549694  0.00213106512
  422.102448  0.0064169718  0.00203726813
  427.986359  0.00624962803  0.00194759632
  433.95224  0.00608441699  0.00186186645
  440.001282  0.00592138059  0.00177991937
  446.134674  0.00576091744  0.0017015771
  452.353577  0.00560304103  0.00162668037
  458.659119  0.00544536766  0.00155613839
  465.052582  0.00528976414  0.00149196363
  471.535156  0.00514075765  0.00143459416
  478.108093  0.00499841338  0.00137943064
  484.772644  0.00486061256  0.00132638484
  491.530151  0.00472704787  0.00127538259
  498.381775  0.00459752185  0.001226341
  505.328979  0.00447305664  0.00117859838
  512.372986  0.00435233116  0.00113100244
  519.515198  0.00423328672  0.00108348567
  526.756958  0.00411581388  0.0010379625
  534.09967  0.0040007513  0.000994355534
  541.544739  0.00388817512  0.00095257652
  549.093506  0.00377816847  0.000912556832
  556.74762  0.00367073249  0.000874216727
  564.508362  0.00356585463  0.000837487052
  572.377319  0.0034636748  0.000802301278
  580.355957  0.0033643872  0.000768423779
  588.445801  0.00326744118  0.00073482655
  596.648438  0.0031717883  0.00070216693
  604.965332  0.00307791494  0.000670941896
  613.398315  0.00298591726  0.000641104649
  621.948669  0.00289583579  0.000612594944
  630.618347  0.00280769914  0.000585352303
  639.408813  0.0027215716  0.00055927271
  648.321838  0.00263752951  0.000534121355
  657.35907  0.00255460315  0.000509414007
  666.522278  0.0024729888  0.000485847821
  675.813293  0.0023927344  0.000463371864
  685.233704  0.00231381669  0.000441936107
  694.785522  0.00223597209  0.000421491684
  704.470398  0.00215896918  0.000402271951
  714.290344  0.00208303961  0.000384959189
  724.247192  0.00200918247  0.000369386486
  734.342834  0.00193697365  0.000354443619
  744.579163  0.00186612213  0.000340105238
  754.958191  0.00179639331  0.000326347246
  765.481934  0.00172766345  0.000313146011
  776.152344  0.00165984151  0.000300358515
  786.971436  0.00159266649  0.000287675444
  797.941406  0.00152490288  0.000274761289
  809.06427  0.00145599816  0.000262426911
  820.342224  0.00138601614  0.000250645971
  831.777283  0.00131436414  0.000239394489
  843.371826  0.00124063191  0.000228647987
  855.127991  0.00116349047  0.000217784545
